title,num_postings,avg_min_salary,avg_med_salary,avg_max_salary,avg_annual_salary
"Technical Support Specialist, Adult Learning",1,,42.0000000000000000,,87360.000000000000
Environmental Health Safety Specialist,1,,41.9500000000000000,,87256.000000000000
Product Engineer,1,,41.8900000000000000,,87131.200000000000
Registered Nurse Health Services Manager,1,,87068.100000000000,,87068.100000000000
Sr. Buyer III,1,,87000.000000000000,,87000.000000000000
Medical Laboratory Technologist/Scientist (MLT/MLS),1,,87000.000000000000,,87000.000000000000
Customer Service Officer,1,,41.7500000000000000,,86840.000000000000
REGISTERED NURSE Med /Surg Unit,5,,41.6000000000000000,,86528.000000000000
Equipment and Fleet Mechanic,1,,41.4800000000000000,,86278.400000000000
Registered Nurse (RN) Supervisor,1,,41.4500000000000000,,86216.000000000000
High School Math Teacher,1,,86000.000000000000,,86000.000000000000
Marketing Manager,5,,36024.000000000000,,85920.000000000000
Truck Driver - Class A Hazmat - Penske Logistics,1,,85800.000000000000,,85800.000000000000
Performance Management Analyst,1,,85596.920000000000,,85596.920000000000
Administrative Assistant (Entry Level- Data Entry & Administrative),1,,85595.000000000000,,85595.000000000000
Contracts Coordinator,1,,85524.000000000000,,85524.000000000000
Network Engineer,2,,12535.0000000000000000,,85300.000000000000
HR Business Process and Systems Specialist - JP4323 (1309431),1,,41.0000000000000000,,85280.000000000000
RN Psychiatric,1,,41.0000000000000000,,85280.000000000000
"Substation Trainee - 90375766 - Chester/Philadelphia, PA",1,,40.9900000000000000,,85259.200000000000
CNC Machinists,1,,40.9700000000000000,,85217.600000000000
B2B Sales Representative,1,,85000.000000000000,,85000.000000000000
Senior Audit Associate,1,,85000.000000000000,,85000.000000000000
Proposal Manager,1,,85000.000000000000,,85000.000000000000
ASSOCIATE ATTORNEY,1,,85000.000000000000,,85000.000000000000
Facilities Manager,1,,85000.000000000000,,85000.000000000000
New Business Account Sales - Automotive CRM,1,,85000.000000000000,,85000.000000000000
Mid Market Account Executive,1,,85000.000000000000,,85000.000000000000
Local CDL Beer Delivery Driver,1,,85000.000000000000,,85000.000000000000
Sales Application Engineer,1,,85000.000000000000,,85000.000000000000
Financial Operations & Decision Support Manager,1,,85000.000000000000,,85000.000000000000
Mechanical Design Engineer,1,,85000.000000000000,,85000.000000000000
SENIOR CLINICAL ANALYST,2,,85000.000000000000,,85000.000000000000
Senior Sourcing Analyst,1,,85000.000000000000,,85000.000000000000
Junior Engineer - [Full Remote],1,,85000.000000000000,,85000.000000000000
CDL TRUCK DRIVER,1,,85000.000000000000,,85000.000000000000
Mid Market District Manager ,1,,85000.000000000000,,85000.000000000000
Market Reporter - Americas Chemical and Polymer,1,,85000.000000000000,,85000.000000000000
Executive Director CCEO,1,,85000.000000000000,,85000.000000000000
LDAR-OGI Field Specialist,1,,85000.000000000000,,85000.000000000000
Property Accountant,1,,85000.000000000000,,85000.000000000000
Safety Manager,1,,85000.000000000000,,85000.000000000000
Director of Specialized Training Supports,1,,85000.000000000000,,85000.000000000000
Senior Commercial Electrical Designer,1,,85000.000000000000,,85000.000000000000
"Technical Project Manager, US",1,,85000.000000000000,,85000.000000000000
Anti-Money Laundering Team Lead,1,,85000.000000000000,,85000.000000000000
360 Recruitment Consultant,1,,85000.000000000000,,85000.000000000000
(Remote) Inside Sales Representative (Uncapped Commission + Base Pay & No Cold Calling),1,,85000.000000000000,,85000.000000000000
Executive Assistant,6,,37527.666666666667,,84998.166666666667
Lead Accountant,1,,84972.000000000000,,84972.000000000000
Sales Executive,13,,84615.384615384615,,84615.384615384615
Clinical Trial Specialist (Develop Study Plans),1,,40.6700000000000000,,84593.600000000000
Registered Nurse - SCI Dallas,1,,84499.000000000000,,84499.000000000000
Registered Nurse - SCI Mahanoy,1,,84499.000000000000,,84499.000000000000
RN Registered Nurse,3,,40.5400000000000000,,84323.200000000000
Telecom Technician II,1,,40.5200000000000000,,84281.600000000000
Summer Camp Director ,1,,7000.0000000000000000,,84000.000000000000
E&I Technician,1,,40.2400000000000000,,83699.200000000000
Registered Dietitian,5,,10035.4000000000000000,,83632.000000000000
Project Foreman - $40/hr,1,,40.0000000000000000,,83200.000000000000
Day Shift RN,1,,40.0000000000000000,,83200.000000000000
MR Fusion Specialist,1,,40.0000000000000000,,83200.000000000000
Child Welfare Associate Attorney,1,,40.0000000000000000,,83200.000000000000
ATI MX REP AUS,1,,83200.000000000000,,83200.000000000000
Paralegal - Insurance Defense Litigation ,1,,40.0000000000000000,,83200.000000000000
IP Docketing Specialist,1,,40.0000000000000000,,83200.000000000000
Controls Technician - 1st Shift - Lawrence Plant,1,,40.0000000000000000,,83200.000000000000
Registered Nurse (RN) - Per Diem- Night Shift,1,,40.0000000000000000,,83200.000000000000
Contract Corporate Attorney,1,,40.0000000000000000,,83200.000000000000
Power BI Visual Creator Consultant ,1,,40.0000000000000000,,83200.000000000000
RN Care Managment Coordinator,1,,40.0000000000000000,,83200.000000000000
"Senior Account Executive, ShowingTime",1,,40.0000000000000000,,83200.000000000000
Tutor,1,,40.0000000000000000,,83200.000000000000
Fiber Project Manager,1,,40.0000000000000000,,83200.000000000000
Weld Engineer,1,,83200.000000000000,,83200.000000000000
Bilingual Payments Project Analyst,1,,40.0000000000000000,,83200.000000000000
"Environment, Health and Safety Coordinator",1,,40.0000000000000000,,83200.000000000000
Haitian Creole Interpreter,2,,40.0000000000000000,,83200.000000000000
Private Fitness Instructor,1,,40.0000000000000000,,83200.000000000000
Utilization Review Nurse,1,,40.0000000000000000,,83200.000000000000
Equipment Operator,1,,40.0000000000000000,,83200.000000000000
Document Review Attorney-North Jersey,1,,40.0000000000000000,,83200.000000000000
Quality Analyst,1,,40.0000000000000000,,83200.000000000000
Procurement Buyer,1,,40.0000000000000000,,83200.000000000000
"UERU Coordinator (Virtual Events, Communications, and Technical Support)",1,,40.0000000000000000,,83200.000000000000
Occupational Therapy Assistant - Part Time,1,,40.0000000000000000,,83200.000000000000
Outreach Liaison,1,,40.0000000000000000,,83200.000000000000
PRN Radiation Therapist I,1,,40.0000000000000000,,83200.000000000000
Part-time On Call Field Service Technician,1,,40.0000000000000000,,83200.000000000000
Dental Hygienist Part Time,1,,40.0000000000000000,,83200.000000000000
Licensed Journeyman Electrician,1,,40.0000000000000000,,83200.000000000000
Certified Occupational Therapist Assistant (COTA),1,,40.0000000000000000,,83200.000000000000
Product Acceptance Specialist ,1,,40.0000000000000000,,83200.000000000000
"Copywriter, Retail and Paid Ads",1,,40.0000000000000000,,83200.000000000000
Center Manager Physical Therapist,1,,83000.000000000000,,83000.000000000000
Paramedic Field Operations Supervisor,1,,83000.000000000000,,83000.000000000000
Board Certified Behavior Analyst (BCBA),2,,82500.000000000000,,82500.000000000000
Diesel Mechanic - Bonuses!,1,,39.6100000000000000,,82388.800000000000
"Registered Nurse, RN, PACU Liberty",1,,39.5900000000000000,,82347.200000000000
RN/LPN 3p -11p Part Time,1,,39.5000000000000000,,82160.000000000000
Project Coordinator,4,,24852.250000000000,,82024.750000000000
"Sr. Analyst, Credit Risk",1,,82000.000000000000,,82000.000000000000
Youth Program Director - Full Time Honolulu,1,,6828.7000000000000000,,81944.400000000000
Database Administrator,1,,81750.000000000000,,81750.000000000000
Power Block Operator - Power Plant,1,,39.2700000000000000,,81681.600000000000
Radiology Technician II - Radiology Diagnostic,1,,39.0000000000000000,,81120.000000000000
Rad Tech (FT) - Hospital setting,1,,39.0000000000000000,,81120.000000000000
Retail Layout Designer,1,,39.0000000000000000,,81120.000000000000
Growth Coach,1,,39.0000000000000000,,81120.000000000000
Industrial Controls Electrician,1,,38.9600000000000000,,81036.800000000000
PLC Controls Technician,1,,38.9000000000000000,,80912.000000000000
Scheduler - Kiewit Infrastructure Engineers,1,,80789.000000000000,,80789.000000000000
CDL A Local Delivery Truck Driver,4,,47515.920000000000,,80613.600000000000
Production Supervisor,4,,63332.500000000000,,80484.250000000000
Registered Nurse (RN),8,,38.6687500000000000,,80431.000000000000
Worm Editor (Newsletter Editor - Crikey),1,,80197.000000000000,,80197.000000000000
Controls Engineer,1,,80100.000000000000,,80100.000000000000
Clinical Research Coordinator | Diabetes Research,1,,38.5000000000000000,,80080.000000000000
Compliance Auditor - Delegation Oversight / Job Req 688178310,1,,80040.080000000000,,80040.080000000000
B2B Outside Sales Representative $80K+,1,,80000.000000000000,,80000.000000000000
Chef de Cuisine,1,,80000.000000000000,,80000.000000000000
Licensing Sales Manager,1,,80000.000000000000,,80000.000000000000
Supportive Housing Clinical Director,1,,80000.000000000000,,80000.000000000000
"Sr. Chef Manager - Los Angeles, CA",1,,80000.000000000000,,80000.000000000000
Full Time Registered Nurse,2,,80000.000000000000,,80000.000000000000
Night Shift LPN,1,,80000.000000000000,,80000.000000000000
Evening Shift LPN,1,,80000.000000000000,,80000.000000000000
LPN,1,,80000.000000000000,,80000.000000000000
Technical Support Manager,1,,80000.000000000000,,80000.000000000000
Social Services Director,1,,80000.000000000000,,80000.000000000000
Sales Representative- $80K,1,,80000.000000000000,,80000.000000000000
CDL Class A Delivery Truck Driver,1,,80000.000000000000,,80000.000000000000
Rotating Intern,1,,80000.000000000000,,80000.000000000000
Limewood Restaurant & Bar Manager,1,,80000.000000000000,,80000.000000000000
Warehouse Operations Manager,1,,80000.000000000000,,80000.000000000000
Division Sales Manager,1,,80000.000000000000,,80000.000000000000
PAYROLL SPECIALIST,1,,80000.000000000000,,80000.000000000000
Accountant & Office Manager,1,,80000.000000000000,,80000.000000000000
STAFF ACCOUNTANT,1,,80000.000000000000,,80000.000000000000
Deputy Traffic Safety Resource Prosecutor,1,,80000.000000000000,,80000.000000000000
Senior Payroll Specialist,1,,80000.000000000000,,80000.000000000000
Senior Graphic Designer,1,,80000.000000000000,,80000.000000000000
System Deliver Manager - Global Benefits,1,,80000.000000000000,,80000.000000000000
Sales Representative $80k+,1,,80000.000000000000,,80000.000000000000
Plant Manager,1,,80000.000000000000,,80000.000000000000
Utilization Review Clinical Specialist - Behavioral Health (Remote),1,,80000.000000000000,,80000.000000000000
School LPN,1,,80000.000000000000,,80000.000000000000
SQL/Crystal Reports Automation Specialist - Fully Remote,1,,80000.000000000000,,80000.000000000000
Electrical Controls Engineer,1,,80000.000000000000,,80000.000000000000
Sales Representative $80K+,1,,80000.000000000000,,80000.000000000000
Operational Process Excellence Professional,1,,80000.000000000000,,80000.000000000000
Research Project Manager,1,,80000.000000000000,,80000.000000000000
Security Training Manager,2,,80000.000000000000,,80000.000000000000
Asset Management Analyst,1,,80000.000000000000,,80000.000000000000
Associate Executive Director,1,,80000.000000000000,,80000.000000000000
Accounts Receivable Specialist III - Remote/Hybrid,1,,80000.000000000000,,80000.000000000000
Front End Software Engineer,1,,80000.000000000000,,80000.000000000000
Psychologist Senior,1,,80000.000000000000,,80000.000000000000
"Associate, Transfer Pricing - NYC Summer 2024",1,,80000.000000000000,,80000.000000000000
"Product Engineer I, Product Engineer II, Sr. Product Engineer, Texas Institute for Electronics, Cockrell School of Engineering",1,,80000.000000000000,,80000.000000000000
Data Analyst -AITS (Hybrid/Remote),1,,80000.000000000000,,80000.000000000000
Director Food and Beverage,1,,80000.000000000000,,80000.000000000000
Mobile Operating Engineer,1,,38.4600000000000000,,79996.800000000000
Electrical Technician,2,,38.1500000000000000,,79352.000000000000
"Project Manager of Child Abuse Prevention Supports, OSYD - 23353",1,,79200.000000000000,,79200.000000000000
"New Graduate RN Residency, MICU A (Starting Date: August 2024)",1,,38.0500000000000000,,79144.000000000000
Financial Planning Analyst,1,,38.0000000000000000,,79040.000000000000
Part time or Full time LPN LTC | $38 per hr,1,,38.0000000000000000,,79040.000000000000
LPN Long Term Care (LTC),1,,38.0000000000000000,,79040.000000000000
Project Controls Analyst,1,,38.0000000000000000,,79040.000000000000
Resgisten NURSE-RN- SKILLED NURSING FACILITY,1,,38.0000000000000000,,79040.000000000000
Registered NURSE - RN - SKILLED NURSING FACILITY,1,,38.0000000000000000,,79040.000000000000
Process Engineer,1,,38.0000000000000000,,79040.000000000000
Lead Mechanic,1,,38.0000000000000000,,79040.000000000000
Talent Acquisition Coordinator,1,,38.0000000000000000,,79040.000000000000
Tax Reporting Consultant,1,,38.0000000000000000,,79040.000000000000
"Registered Nurse (RN), per diem",2,,38.0000000000000000,,79040.000000000000
Medical Assistant - Clinical Support - Per Diem/Casual,1,,38.0000000000000000,,79040.000000000000
Major Incident Management Analyst,1,,38.0000000000000000,,79040.000000000000
Registered Nurse - Sub School Nurse,1,,38.0000000000000000,,79040.000000000000
Summer Program STEM Teacher,1,,38.0000000000000000,,79040.000000000000
Senior Pre-Service Specialist *Remote*,1,,37.8400000000000000,,78707.200000000000
Journeyman Industrial Electrician,1,,78666.000000000000,,78666.000000000000
Maintenance Mechanic,5,,16024.834000000000,,78654.720000000000
Physical Therapist,5,,35805.600000000000,,78248.000000000000
"Director, Young Adult Programs",1,,78000.000000000000,,78000.000000000000
Spa Operations Manager,1,,78000.000000000000,,78000.000000000000
Fine Dining Assistant General Manager,1,,78000.000000000000,,78000.000000000000
Audit Associate - Winter 2026,1,,78000.000000000000,,78000.000000000000
Electrical Engineer,1,,78000.000000000000,,78000.000000000000
Employee Benefits Specialist,1,,77981.000000000000,,77981.000000000000
Business Administrator,1,,77981.000000000000,,77981.000000000000
HVAC Technician,1,,37.4000000000000000,,77792.000000000000
CDL Class A Driver,4,,47014.712500000000,,77602.000000000000
District Engineering Clerk,1,,37.2700000000000000,,77521.600000000000
LPN Licensed Practical Nurse Weekend Baylor,1,,37.1400000000000000,,77251.200000000000
Senior HR Generalist,1,,77249.000000000000,,77249.000000000000
Infection Preventionist - Full-Time 1st Shift,1,,37.0000000000000000,,76960.000000000000
Professional Excellence Coordinator,1,,37.0000000000000000,,76960.000000000000
Radiologic Technologist (Mobile X-Ray) - $37/hr (Negotiable),1,,37.0000000000000000,,76960.000000000000
Product Designer,1,,37.0000000000000000,,76960.000000000000
"Technical Support Specialist, Imaging - Remote",1,,37.0000000000000000,,76960.000000000000
MIS Reporting Consultant,1,,37.0000000000000000,,76960.000000000000
Electrical and Instrumentation Journeyman,1,,36.9600000000000000,,76876.800000000000
A Class Fit Out Tradesman - SDCA,1,,36.8200000000000000,,76585.600000000000
Rigger - SDCA,1,,36.8200000000000000,,76585.600000000000
Laboratory Mechanic - Electrical and Computer Engineering,1,,36.8200000000000000,,76585.600000000000
Pipe Fitter-A Class - SDCA,1,,36.8200000000000000,,76585.600000000000
A Class Structural Fitter - SDCA,1,,36.8200000000000000,,76585.600000000000
E and I Technician,1,,36.7300000000000000,,76398.400000000000
Field Service Representative - Third Class,1,,36.6600000000000000,,76252.800000000000
Associate Faculty - Psychology Research and Ethics Graduate - Part-Time (Virtual),1,,6337.0000000000000000,,76044.000000000000
Contract Compliance Specialist,1,,76000.000000000000,,76000.000000000000
Financial Service Professional,1,,75824.000000000000,,75824.000000000000
RN Registered Nurse New Wage Rate Up To $41.45 per hour!,1,,36.4500000000000000,,75816.000000000000
Human Resources Generalist,3,,75666.666666666667,,75666.666666666667
"Deployment Strategist, Internship",1,,6300.0000000000000000,,75600.000000000000
Onboarding Manager,1,,36.0600000000000000,,75004.800000000000
"2024 Commercial Banking Development Program-Credit Analyst- San Francisco, CA- Technology Banking Group",1,,36.0600000000000000,,75004.800000000000
Product Flow Supervisor 2nd Shift Monday-Friday,1,,75000.000000000000,,75000.000000000000
Clinical Sales Specialist - Remote (San Francisco),1,,75000.000000000000,,75000.000000000000
Laboratory Engineer- SAR,1,,75000.000000000000,,75000.000000000000
Junior Developer,1,,75000.000000000000,,75000.000000000000
Digital Sales Specialist,1,,75000.000000000000,,75000.000000000000
Instructional Designer/Trainer,1,,75000.000000000000,,75000.000000000000
Restaurant Business Consulting - Operations Associate (Sept 2024 Start),4,,75000.000000000000,,75000.000000000000
Digital Media Coordinator - The Frye Company,1,,75000.000000000000,,75000.000000000000
Urology Sales Representative,2,,75000.000000000000,,75000.000000000000
Branch Sales Manager,1,,75000.000000000000,,75000.000000000000
Operations Supervisor,2,,75000.000000000000,,75000.000000000000
Technology Support Analyst,1,,75000.000000000000,,75000.000000000000
Account Development Manager,2,,75000.000000000000,,75000.000000000000
Electrical Mechanical Assembly Manufacturing Production Supervisor,1,,75000.000000000000,,75000.000000000000
Front Office Manager,1,,75000.000000000000,,75000.000000000000
Income Tax and Audit Representative,3,,75000.000000000000,,75000.000000000000
Sales Account Executive,2,,75000.000000000000,,75000.000000000000
Enterprise Sales Consultant,1,,75000.000000000000,,75000.000000000000
Associate Director of Campus Safety,1,,75000.000000000000,,75000.000000000000
Brand Associate ,1,,75000.000000000000,,75000.000000000000
Portfolio Community Manager (Temporary) - San Diego,1,,75000.000000000000,,75000.000000000000
Sr Operations Lead,1,,75000.000000000000,,75000.000000000000
Influencer Marketing Manager,1,,75000.000000000000,,75000.000000000000
Maintenance Shop Supervisor,1,,75000.000000000000,,75000.000000000000
Contract Fundraiser,1,,75000.000000000000,,75000.000000000000
Associate Sales Engineer,1,,75000.000000000000,,75000.000000000000
Technical Construction Document Validation Specialists (DVS) - 100% REMOTE,1,,75000.000000000000,,75000.000000000000
Client Relationship Manager 1,1,,75000.000000000000,,75000.000000000000
Sales Representative - Electrical,1,,75000.000000000000,,75000.000000000000
"Data Administrator, Lead",1,,75000.000000000000,,75000.000000000000
Summer 2026 -Tax Associate I (New York),1,,75000.000000000000,,75000.000000000000
Senior Community Manager,1,,75000.000000000000,,75000.000000000000
Creative Executive Chef  Farm to Table,1,,75000.000000000000,,75000.000000000000
Public Affairs Manager - NYC Ferry,1,,75000.000000000000,,75000.000000000000
Lead Diesel Mechanic,1,,36.0300000000000000,,74942.400000000000
2L 2025 Summer Law Clerk,1,,36.0000000000000000,,74880.000000000000
"Outside Sales Representative (Pump & Power) - Nashville, TN",1,,36.0000000000000000,,74880.000000000000
"Outside Sales Rep-Kansas City, MO",1,,36.0000000000000000,,74880.000000000000
Crane Service Technician,2,,36.0000000000000000,,74880.000000000000
Licensed Practical Nurse - Full-Time/Part-Time/Casual All Shifts,1,,36.0000000000000000,,74880.000000000000
Legal Administrative Assistant,1,,36.0000000000000000,,74880.000000000000
Per Diem - LPN/LVN Long Term Care,1,,36.0000000000000000,,74880.000000000000
"Outside Sales Representative - Lubbock, Texas",1,,36.0000000000000000,,74880.000000000000
Process Risk and Controls Consulting Intern - Summer 2025,1,,36.0000000000000000,,74880.000000000000
"Outside Sales Rep. *NEW LOCATION* - Lufkin, TX",1,,36.0000000000000000,,74880.000000000000
Licensed Physical Therapist Assistant,2,,36.0000000000000000,,74880.000000000000
Data Management Specialist (REDCap Experience Required),1,,35.9800000000000000,,74838.400000000000
Marketing Internal Communications Senior Specialist,1,,35.9800000000000000,,74838.400000000000
Sr Specialist - Population Health,1,,35.9800000000000000,,74838.400000000000
PH Registered Nurse Supervisor-Glynn Care,1,,74758.000000000000,,74758.000000000000
Registered Nurse RN,2,,35.8750000000000000,,74620.000000000000
Computer Aided Design Technician,1,,35.8400000000000000,,74547.200000000000
Industrial Engineer - Ambient DC,1,,74500.000000000000,,74500.000000000000
Lead Maintenance Technician,1,,35.7500000000000000,,74360.000000000000
Technical Medical Specialist - 20068644,1,,35.7400000000000000,,74339.200000000000
Service Technician,9,,40016.444444444444,,74204.444444444444
Mechanical Engineer,1,,74173.000000000000,,74173.000000000000
Accounts Receivable Manager,1,,74000.000000000000,,74000.000000000000
National Virtual PEO Sales Representative,1,,74000.000000000000,,74000.000000000000
"Associate Manager, Cross-Regional Operations",1,,74000.000000000000,,74000.000000000000
Tangible Property Services Tax Associate - Fall 2024,1,,74000.000000000000,,74000.000000000000
Class A Delivery Driver,4,,22524.750000000000,,73980.000000000000
Truck Driver - Local Class A - Penske Logistics,7,,56865.314285714286,,73853.714285714286
Salesforce Developer – Governance & Security,1,,73678.000000000000,,73678.000000000000
Bodily Injury Claims Specialist,1,,73612.500000000000,,73612.500000000000
Financial Advisor II - Metropole,1,,73500.000000000000,,73500.000000000000
AC Mechanic,1,,35.2500000000000000,,73320.000000000000
Sales Specialist,3,,31686.666666666667,,73266.666666666667
CDL Truck Driver Residential,1,,35.0200000000000000,,72841.600000000000
Automation Specialist - AM Shift,1,,35.0000000000000000,,72800.000000000000
"Direct-to-Consumer Marketing & Distribution Strategy Internships, MBA Students - Academic Year",1,,35.0000000000000000,,72800.000000000000
Part Time Sports Physical Therapist,1,,35.0000000000000000,,72800.000000000000
SEO Optimization and CMS Publishing Editor,1,,35.0000000000000000,,72800.000000000000
Agent,1,,35.0000000000000000,,72800.000000000000
Diesel Service Mechanic,1,,35.0000000000000000,,72800.000000000000
Outpatient Rehab Physical Therapist,1,,35.0000000000000000,,72800.000000000000
Production Supervisor Material,1,,35.0000000000000000,,72800.000000000000
Physical Therapy (PT) Aide - Licensed PTA,1,,35.0000000000000000,,72800.000000000000
HD Technician,1,,35.0000000000000000,,72800.000000000000
Staff Accountant - 24335,1,,35.0000000000000000,,72800.000000000000
Automation Specialist,1,,35.0000000000000000,,72800.000000000000
Talent Acquisition Specialist,1,,35.0000000000000000,,72800.000000000000
Basic Life Support Instructor,1,,35.0000000000000000,,72800.000000000000
Lauder Politics and Policy Program Assistant,1,,35.0000000000000000,,72800.000000000000
Warehouse Program Manager,1,,35.0000000000000000,,72800.000000000000
Assistant Content Manager (140832),1,,35.0000000000000000,,72800.000000000000
2025 Investment Banking Summer Analyst - Healthcare,1,,35.0000000000000000,,72800.000000000000
Certified Nursing Assistant (CNA) - Weekend Warrior!,1,,35.0000000000000000,,72800.000000000000
Transit Package Developer,1,,35.0000000000000000,,72800.000000000000
Class A Driver w/ Hazmat and Tanker Endorsement - Home Daily,1,,35.0000000000000000,,72800.000000000000
Analytical Development Scientist,1,,35.0000000000000000,,72800.000000000000
LPN Psych,1,,35.0000000000000000,,72800.000000000000
Virtual ESL/EFL Global Projects for the U.S. Department of State in 2024/2025,1,,35.0000000000000000,,72800.000000000000
Accountant III,1,,35.0000000000000000,,72800.000000000000
 Jr Marketing Finance Support Specialist (Remote),1,,35.0000000000000000,,72800.000000000000
Material Coordinator (electronics),1,,35.0000000000000000,,72800.000000000000
Diesel Mechanic-Elizabeth City NC Sign-On Bonus,1,,35.0000000000000000,,72800.000000000000
Physical Therapist Assistant - School Based,1,,35.0000000000000000,,72800.000000000000
Bobst Operator - Night Shift,1,,35.0000000000000000,,72800.000000000000
Industrial Lubrication Technician,1,,35.0000000000000000,,72800.000000000000
Freelance Marketing Copywriter,1,,35.0000000000000000,,72800.000000000000
Registered Nurse - RN for Overnight Shifts,1,,35.0000000000000000,,72800.000000000000
SEO Developmental Editor ,1,,35.0000000000000000,,72800.000000000000
Overnight Security Officer- Hilton Austin,1,,35.0000000000000000,,72800.000000000000
Diesel Mechanic | Advanced Technician | 7500 Bonus,1,,35.0000000000000000,,72800.000000000000
"Licensed Vocational Nurse, LVN - Med/Surg - Per Diem (11am - 5pm)",1,,35.0000000000000000,,72800.000000000000
Facilities Maintenance - Must have an Ohio Boilers License,1,,34.9700000000000000,,72737.600000000000
Manager- Section 3 Resident Resource Center,1,,72700.000000000000,,72700.000000000000
Employee Benefits Supervisor,1,,72624.000000000000,,72624.000000000000
Supervisor - Clinic,1,,72612.800000000000,,72612.800000000000
Senior Evaluation Manager,1,,72500.000000000000,,72500.000000000000
Truck Driver - Class A,2,,72500.000000000000,,72500.000000000000
Procurement Specialist,2,,72500.000000000000,,72500.000000000000
Charge Nurse - RN or LPN,1,,34.7500000000000000,,72280.000000000000
Assistant Professor - School Counseling Program - CSOE (Remote/San Diego),1,,72203.000000000000,,72203.000000000000
Driver Sales Rep,1,,34.7100000000000000,,72196.800000000000
Procurement Coordinator II,1,,72094.000000000000,,72094.000000000000
Ferry Captain- NYC Ferry,1,,34.6500000000000000,,72072.000000000000
Tool & Die Maker,1,,34.6400000000000000,,72051.200000000000
Human Resources Coordinator,1,,34.6200000000000000,,72009.600000000000
Federal Tax Associate (Fall 2025/Winter 2026),2,,72000.000000000000,,72000.000000000000
Corporate/Procurement Leadership Development Program - Emerging Leader,1,,72000.000000000000,,72000.000000000000
Sales Rep - Small Format - North Idaho,1,,71990.000000000000,,71990.000000000000
LPN Licensed Practical Nurse,13,,646.4223076923076923,,71943.015384615385
Maintenance Technician III,3,,34.5700000000000000,,71905.600000000000
Environmental Planner,1,,71905.000000000000,,71905.000000000000
Computer Field Analyst (IBEW),1,,34.5300000000000000,,71822.400000000000
RRT Per Diem (RCP II) - DVH Respiratory Therapy,1,,34.5000000000000000,,71760.000000000000
Licensed Practical Nurse - Full-Time All Shifts,4,,34.5000000000000000,,71760.000000000000
Millwright Journeyman,4,,34.4800000000000000,,71718.400000000000
DHS Credentialed/Experienced Background Investigator,1,,34.4700000000000000,,71697.600000000000
Director of Emergency Services,1,,34.3800000000000000,,71510.400000000000
Electro-Mechanical Technician (Gatorade),1,,34.3600000000000000,,71468.800000000000
Trailer Mechanic - FAC SHift,1,,34.2800000000000000,,71302.400000000000
Senior Business Application Developer,1,,71288.000000000000,,71288.000000000000
General Manager,11,,51991.090909090909,,71269.090909090909
Critical Intervention Specialist,1,,71090.000000000000,,71090.000000000000
Verizon Sales Consultant,1,,71000.000000000000,,71000.000000000000
Compliance Associate - Monitoring and Testing,2,,71000.000000000000,,71000.000000000000
Account Manager - Mon - Fri 8am-5pm,1,,71000.000000000000,,71000.000000000000
Fountain Installer - Rotating Shifts / Seasonal,1,,34.1000000000000000,,70928.000000000000
Onsite Lab Lead Technician,1,,34.0800000000000000,,70886.400000000000
Deckhand - Alcatraz - San Francisco,2,,34.0000000000000000,,70720.000000000000
"Temporary, Digital Designer",1,,34.0000000000000000,,70720.000000000000
Maintenance Technician 3 (Electrical) - 3rd Shift,1,,34.0000000000000000,,70720.000000000000
Overnight LPN,1,,34.0000000000000000,,70720.000000000000
Corrections/Psych LVN/ $34 an hour/FULL TIME,2,,34.0000000000000000,,70720.000000000000
Research Associate III,1,,34.0000000000000000,,70720.000000000000
Supply Chain Specialist,1,,34.0000000000000000,,70720.000000000000
IT Operations Analyst,1,,34.0000000000000000,,70720.000000000000
Lab Operations Specialist (Contract),1,,34.0000000000000000,,70720.000000000000
Registered Nurse Behavioral Health,1,,34.0000000000000000,,70720.000000000000
Security Client Manager,1,,70560.100000000000,,70560.100000000000
Registered Nurse - RN,2,,33.9200000000000000,,70553.600000000000
Registered Nurse-RN,2,,33.9200000000000000,,70553.600000000000
Nursing Supervisor,1,,70386.200000000000,,70386.200000000000
State and Local (SALT) Tax Intern - Summer 2025,1,,33.8000000000000000,,70304.000000000000
"Assistant Professor - Clinical Counseling, Master's Program (MACC) - Remote",1,,70100.000000000000,,70100.000000000000
Psychotherapist,2,,70000.000000000000,,70000.000000000000
Preschool Center Director,1,,70000.000000000000,,70000.000000000000
Medical Practice Manager,1,,70000.000000000000,,70000.000000000000
In-Home Designer,4,,70000.000000000000,,70000.000000000000
Bilingual Warehouse Supervisor,1,,70000.000000000000,,70000.000000000000
Institutional Property Manager,1,,70000.000000000000,,70000.000000000000
Health Insurance Advisor - NHPBA,1,,70000.000000000000,,70000.000000000000
Truck Driver - CDL Class B - Penske Logistics,1,,70000.000000000000,,70000.000000000000
Organic Harvesting Supervisor,1,,70000.000000000000,,70000.000000000000
Executive Sous Chef,1,,70000.000000000000,,70000.000000000000
Business Tax Services Associate - Fall 2024,2,,70000.000000000000,,70000.000000000000
SUPERVISOR - CRISIS CENTER,1,,70000.000000000000,,70000.000000000000
Account Manager - Automation and Control,1,,70000.000000000000,,70000.000000000000
Influencer Manager,1,,70000.000000000000,,70000.000000000000
"Associate Clinical Account Specialist - Philadelphia East / New Jersey South - Biosense Webster, Inc",1,,70000.000000000000,,70000.000000000000
AML/KYC Analyst,1,,70000.000000000000,,70000.000000000000
